Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0056,TXN006264,AUS01,MKT,"Marketing & Sales","Renewable sourcing premium",6000,"Cost of Goods Sold","Green Freight",BOB-ESG-0056,PO-ESG-5630,52064.46,audit_evidence_count,82.78,83.73,101.1,498.53,87.7,55,8990.33,0.12,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0057,TXN006265,PNG01,R&D,"Research & Development","Waste reduction",5600,Telecommunications,"Green Freight",BOB-ESG-0057,PO-ESG-2952,76933.94,audit_evidence_count,429.41,404.67,94.2,95.94,42.9,47,33080.84,-0.25,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0058,TXN006266,NZL01,WA,"Western Australia Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0058,PO-ESG-9347,102745.30,supplier_score,233.59,240.36,102.9,376.71,78.0,94,60419.79,0.19,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0059,TXN006267,AUS01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Carbon Neutral Pty Ltd",BOB-ESG-0059,PO-ESG-7650,13186.03,"tCO2e avoided",177.74,125.73,70.7,337.76,12.6,83,83851.78,-0.70,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0060,TXN006268,AUS01,HR,"Human Resources","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0060,PO-ESG-5455,91830.50,waste_kg_reduced,528.80,507.21,95.9,345.42,55.6,68,4375.56,-0.68,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0061,TXN006269,AUS01,FIN,"Finance & Accounting","Supplier ESG premium",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0061,PO-ESG-7865,97693.25,audit_evidence_count,56.18,37.92,67.5,110.93,93.8,82,-8205.56,-0.09,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0062,TXN006270,AUS01,MKT,"Marketing & Sales","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0062,PO-ESG-5726,37259.69,renewable_kwh,842.94,548.48,65.1,321.18,77.4,47,62542.13,-0.66,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0063,TXN006271,PNG01,NSW,"New South Wales Operations","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0063,PO-ESG-6893,113415.81,renewable_kwh,537.48,591.74,110.1,565.06,33.1,56,16537.08,-0.27,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0064,TXN006272,AUS01,IT,"Information Technology","Waste reduction",5600,Telecommunications,EcoVadis,BOB-ESG-0064,PO-ESG-4103,115433.33,audit_evidence_count,490.36,323.00,65.9,512.61,40.6,64,15606.66,-0.59,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0065,TXN006273,NZL01,TAS,"Tasmania Operations","Carbon offsets",5300,"Professional Services","Origin Energy",BOB-ESG-0065,PO-ESG-4205,119066.73,supplier_score,464.19,327.13,70.5,252.78,16.0,72,76685.92,-0.37,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0066,TXN006274,AUS01,QLD,"Queensland Operations","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0066,PO-ESG-5973,80172.42,audit_evidence_count,342.29,235.79,68.9,232.75,34.6,56,35519.80,-0.75,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0067,TXN006275,AUS01,WA,"Western Australia Operations","Fleet emissions",5400,Travel,"Carbon Neutral Pty Ltd",BOB-ESG-0067,PO-ESG-2628,53457.08,waste_kg_reduced,372.65,315.60,84.7,445.89,31.2,97,67860.06,-0.56,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0068,TXN006276,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Climate Active Advisor",BOB-ESG-0068,PO-ESG-9269,13047.66,supplier_score,428.13,422.92,98.8,496.19,22.1,46,8818.09,-0.74,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0069,TXN006277,PNG01,MKT,"Marketing & Sales","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0069,PO-ESG-6959,73753.68,"tCO2e avoided",459.91,508.89,110.7,361.95,67.4,51,27200.40,-0.54,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0070,TXN006278,AUS01,CORP,"Corporate Head Office","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0070,PO-ESG-6389,53021.69,waste_kg_reduced,925.38,1076.86,116.4,125.96,27.7,56,26110.93,-0.28,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0071,TXN006279,AUS01,OPS,"Operations & Logistics","Compliance assurance",5320,"Audit Fees","Carbon Neutral Pty Ltd",BOB-ESG-0071,PO-ESG-6039,41589.27,"tCO2e avoided",120.60,83.46,69.2,573.59,62.3,81,-22591.48,0.20,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0072,TXN006280,AUS01,WA,"Western Australia Operations","Energy usage",5110,Utilities,EcoVadis,BOB-ESG-0072,PO-ESG-9739,49165.77,renewable_kwh,153.78,185.81,120.8,216.78,29.1,50,-49996.94,-0.54,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0073,TXN006281,AUS01,R&D,"Research & Development","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0073,PO-ESG-7148,71074.54,audit_evidence_count,537.74,611.67,113.7,253.32,9.9,83,-23799.94,-0.24,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0074,TXN006282,PNG01,OPS,"Operations & Logistics","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0074,PO-ESG-3398,75797.72,audit_evidence_count,979.99,676.81,69.1,83.02,17.3,58,68418.64,-0.77,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0075,TXN006283,AUS01,TAS,"Tasmania Operations","Fleet emissions",5400,Travel,"Energy Australia",BOB-ESG-0075,PO-ESG-4401,66154.47,supplier_score,604.74,611.04,101.0,187.28,23.9,60,22302.37,-0.41,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0076,TXN006284,AUS01,NT,"Northern Territory Operations","Renewable sourcing premium",6000,"Cost of Goods Sold",EcoVadis,BOB-ESG-0076,PO-ESG-7211,32936.68,supplier_score,165.13,145.43,88.1,75.04,8.7,89,55779.81,0.05,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0077,TXN006285,AUS01,R&D,"Research & Development","Supplier ESG premium",6010,"Direct Materials","Energy Australia",BOB-ESG-0077,PO-ESG-8989,59489.66,audit_evidence_count,743.42,659.23,88.7,379.59,57.5,57,-6486.94,-0.29,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0078,TXN006286,AUS01,WA,"Western Australia Operations","Carbon offsets",5300,"Professional Services","Origin Energy",BOB-ESG-0078,PO-ESG-3496,43623.97,supplier_score,326.09,228.02,69.9,554.50,80.3,91,-16669.39,-0.23,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0079,TXN006287,AUS01,SA,"South Australia Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0079,PO-ESG-4684,51698.39,waste_kg_reduced,884.63,786.48,88.9,362.64,49.0,90,20617.81,-0.26,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0080,TXN006288,AUS01,TAS,"Tasmania Operations","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0080,PO-ESG-9587,95198.81,waste_kg_reduced,212.58,182.47,85.8,261.12,16.8,73,46948.11,-0.71,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0081,TXN006289,AUS01,MKT,"Marketing & Sales","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0081,PO-ESG-7631,47817.14,waste_kg_reduced,873.05,722.49,82.8,340.90,40.0,85,13692.88,-0.13,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0082,TXN006290,AUS01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials","Energy Australia",BOB-ESG-0082,PO-ESG-5235,33216.19,audit_evidence_count,943.97,1056.87,112.0,358.12,53.2,50,12047.17,-0.21,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0083,TXN006291,AUS01,QLD,"Queensland Operations","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0083,PO-ESG-7191,102303.69,renewable_kwh,664.28,560.77,84.4,105.51,70.4,74,22483.85,-0.18,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0084,TXN006292,AUS01,HR,"Human Resources","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0084,PO-ESG-8538,36519.12,"tCO2e avoided",517.52,507.69,98.1,444.35,65.8,97,-34253.42,-0.37,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0085,TXN006293,AUS01,R&D,"Research & Development","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0085,PO-ESG-3853,28500.98,audit_evidence_count,239.81,189.66,79.1,419.72,59.2,86,-38232.33,-0.16,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0086,TXN006294,NZL01,OPS,"Operations & Logistics","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0086,PO-ESG-7457,38187.86,supplier_score,884.01,907.90,102.7,200.76,81.6,56,-3622.17,-0.00,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0087,TXN006295,NZL01,NSW,"New South Wales Operations","Supplier ESG premium",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0087,PO-ESG-2655,88922.79,audit_evidence_count,765.81,558.86,73.0,574.29,57.5,83,67574.97,-0.59,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0088,TXN006296,AUS01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0088,PO-ESG-6636,48525.94,waste_kg_reduced,859.45,851.02,99.0,172.24,79.8,90,57136.92,-0.12,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0089,TXN006297,AUS01,CORP,"Corporate Head Office","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0089,PO-ESG-8582,112106.91,"tCO2e avoided",475.86,457.18,96.1,402.96,16.8,50,-23026.14,-0.71,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0090,TXN006298,AUS01,ACT,"Australian Capital Territory","Renewable sourcing premium",6000,"Cost of Goods Sold","Green Freight",BOB-ESG-0090,PO-ESG-8082,46454.74,"tCO2e avoided",893.06,662.67,74.2,446.16,23.5,78,-30255.43,-0.51,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0091,TXN006299,FJI01,ACT,"Australian Capital Territory","Renewable sourcing premium",6000,"Cost of Goods Sold","Climate Active Advisor",BOB-ESG-0091,PO-ESG-2789,52573.16,renewable_kwh,84.94,55.73,65.6,407.78,20.4,83,33579.07,-0.15,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0092,TXN006300,AUS01,TAS,"Tasmania Operations","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0092,PO-ESG-5645,74166.56,waste_kg_reduced,357.66,377.64,105.6,79.23,92.4,70,63546.90,-0.25,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0093,TXN006301,AUS01,SA,"South Australia Operations","Carbon offsets",5300,"Professional Services","Green Freight",BOB-ESG-0093,PO-ESG-3824,1875.67,"tCO2e avoided",482.22,339.59,70.4,61.56,67.8,65,37682.27,0.25,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0094,TXN006302,AUS01,WA,"Western Australia Operations","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0094,PO-ESG-5900,9969.32,supplier_score,845.10,981.49,116.1,233.39,64.9,96,58337.53,0.02,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0095,TXN006303,AUS01,NT,"Northern Territory Operations","Sustainable packaging",6010,"Direct Materials","Energy Australia",BOB-ESG-0095,PO-ESG-4705,21939.15,audit_evidence_count,709.44,546.56,77.0,118.78,95.3,69,-10940.23,0.18,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0096,TXN006304,NZL01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0096,PO-ESG-4358,44757.28,renewable_kwh,352.55,435.12,123.4,562.60,80.6,69,11859.52,-0.40,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0097,TXN006305,AUS01,QLD,"Queensland Operations","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0097,PO-ESG-5097,97730.92,renewable_kwh,903.96,714.94,79.1,171.66,46.8,66,-49209.75,-0.65,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0098,TXN006306,AUS01,NSW,"New South Wales Operations","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0098,PO-ESG-6393,101819.97,supplier_score,822.14,947.63,115.3,398.32,27.0,98,45202.36,-0.02,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0099,TXN006307,AUS01,FIN,"Finance & Accounting","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0099,PO-ESG-7727,34518.68,"tCO2e avoided",726.52,792.01,109.0,154.92,48.5,65,-35603.01,-0.38,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0100,TXN006308,AUS01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0100,PO-ESG-3082,80946.04,waste_kg_reduced,59.93,71.45,119.2,97.62,87.9,72,32303.75,-0.43,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0101,TXN006309,AUS01,OPS,"Operations & Logistics","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0101,PO-ESG-6484,66939.84,audit_evidence_count,148.78,97.17,65.3,52.64,8.4,54,7365.68,-0.47,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0102,TXN006310,FJI01,NT,"Northern Territory Operations","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0102,PO-ESG-2949,53375.11,supplier_score,87.42,68.02,77.8,315.53,85.4,60,13654.17,0.02,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0103,TXN006311,AUS01,NSW,"New South Wales Operations","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0103,PO-ESG-7376,24712.15,renewable_kwh,574.40,388.89,67.7,419.63,76.3,60,-29200.45,-0.15,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0104,TXN006312,AUS01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0104,PO-ESG-2888,24238.28,"tCO2e avoided",777.33,559.43,72.0,159.21,91.6,84,-5610.13,-0.39,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0105,TXN006313,AUS01,QLD,"Queensland Operations","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0105,PO-ESG-4932,23420.92,waste_kg_reduced,65.16,68.60,105.3,104.24,86.9,88,68128.82,0.20,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0106,TXN006314,AUS01,ACT,"Australian Capital Territory","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0106,PO-ESG-5500,42755.41,supplier_score,489.55,360.13,73.6,76.88,20.7,48,-28989.41,-0.68,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0107,TXN006315,AUS01,CORP,"Corporate Head Office","Fleet emissions",5400,Travel,"Energy Australia",BOB-ESG-0107,PO-ESG-2017,63483.45,audit_evidence_count,663.82,460.73,69.4,329.15,32.8,72,41796.07,0.17,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0108,TXN006316,AUS01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0108,PO-ESG-7607,72954.55,renewable_kwh,226.86,264.10,116.4,342.33,94.4,49,79576.64,-0.02,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0109,TXN006317,AUS01,QLD,"Queensland Operations","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0109,PO-ESG-5169,73953.60,waste_kg_reduced,961.56,672.73,70.0,281.45,64.4,93,12004.90,-0.51,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0110,TXN006318,NZL01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Green Freight",BOB-ESG-0110,PO-ESG-3747,85905.85,waste_kg_reduced,369.20,437.19,118.4,435.90,75.9,72,47649.03,0.29,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0111,TXN006319,AUS01,IT,"Information Technology","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0111,PO-ESG-5530,40523.48,renewable_kwh,440.18,476.41,108.2,284.10,66.7,76,-2354.66,0.38,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
